작성일,출처,제목,내용
2010-08-28,https://ko.wikinews.org/wiki/%EC%88%9C%EC%A7%81_%EC%9E%A5%EB%B3%91_%EC%82%AC%EB%A7%9D%EB%B3%B4%EC%83%81%EA%B8%88_%EC%9D%B8%EC%83%81,순직 장병 사망보상금 인상,"국방부는 이번 달 25일, 군 복무 중 순직한 장병의 유족에게 지급하는 사망보상금 최저 지급액을 인상하고, 특수직무 순직 사망보상금을 신설하는 것을 골자로하는 군인연금법 시행령을 개정, 공포했다.
국방부는 이번 개정을 통해 종전에는 공무수행 중 사망한 경우에 동일하게 보수월액의 36배를 사망보상금으로 지급하였지만, 이를 특수직무순직과 일반순직으로 구분했다. 이에 따라 생명과 신체에 대한 고도의 위험이 따르는 직무를 수행하다가 사망한 ‘특수직무순직’의 경우에는 소령 10호봉 보수월액의 55배인 1억 5,279만원이 지급된다. ‘일반순직’의 경우에는 현행대로 본인 보수월액의 36배가 지급되지만 기존 최저 지급액 기준이 중사 1호봉의 보수월액이었던 것에서 상사18호봉의 보수월액으로 인상되었다. 이에 따라 일반 순직의 경우 기존 3,656만원을 지급받던것에서 2.48배 인상된 9,072만원을 받게 된다.
그동안 군에서는 하사, 병 및 무관후보생 등에 대한 사망보상금이 민간 보상수준에 비해 현저히 낮아 군 간부들이 조위금을 모금하여 보상금을 보충하여 왔지만, 국방부는 이번 개정을 통해 이런 불합리한 관행을 시정할 수 있을 것으로 기대된다고 밝혔다. 또한 국방부는 위험한 직무를 수행하다 순직한 장병에게는 이에 상응한 적정한 보상이 이루어질 수 있도록 하기 위하여 순직 장병 보상체계 개선을 추진하여 왔으며, 이번 개정은 ‘국가를 위하여 헌신한 장병들에 대한 국가 책임을 강화’하겠다는 정부의 의지를 반영한 것이라고 밝혔다."
2010-08-29,https://ko.wikinews.org/wiki/%EA%B9%80%ED%83%9C%ED%98%B8_%EC%B4%9D%EB%A6%AC_%ED%9B%84%EB%B3%B4%EC%9E%90_%EC%9E%90%EC%A7%84%EC%82%AC%ED%87%B4,김태호 총리 후보자 자진사퇴,"국무총리 후보로 지명된 김태호가 오늘 오전 10시에 기자회견을 열어 사퇴의사를 표명했다. 그의 총리 후보직 사퇴는 지난 8일 지명 이후 21일 만이다. 김 후보자는 회견문을 읽은 뒤 곧바로 자리를 떴다. 기자들의 질문이 쏟아졌으나 그는 “할 말은 다했다”며 답변을 피했다. 김 후보자는 국민의 신뢰가 없으면 총리직에 임명된다 하더라도 무슨 일을 할 수 있겠는가라며 사퇴 이유를 밝혔다.
한편 청와대는 김 후보자의 사퇴에 안타깝지만 김 후보자의 사퇴 의사를 받아들이겠다며 새 총리 인선에 곧바로 착수하겠다고 밝혔다.
아래는 사퇴 회견문 전문.
존경하는 국민 여러분. 저의 문제로 국민 여러분께 심려를 끼쳐드려 대단히 송구스럽습니다.
대통령의 국정운영에 더이상 누가 되어서는 안된다는 생각에 저는 오늘 총리후보직을 사퇴합니다.
청문회 동안 저의 부족함이 많음을 진심으로 깨우쳤습니다. 각종 의혹에 대해 억울한 면도 있지만 모든 것이 제 부덕의 소치라고 생각합니다.
진솔하게 말한다는 것이 정말 잘못된 기억으로 말실수가 되고 더 큰 오해를 가져오게 된 것도 전적으로 저에게 책임이 있습니다
무신불립(無信不立)이라고 했습니다. 사람에게 가장 소중한 미덕은 신뢰라고 생각합니다. 국민의 믿음이 없으면, 신뢰가 없으면 제가 총리직에 임명된다고 해도 무슨 일을 할 수 있겠습니까.
공정한 사회를 만들겠다는 이명박 정부의 성공을 위해 국민들이 든 채찍을 달게 받겠습니다. 무엇보다 혹독하게 제 자신을 돌아보는 성찰의 기회로 삼겠습니다.
앞으로 이명박 정부의 성공이 대한민국의 성공이라는 확실한 신념으로, 백의종군의 자세로 최선을 다해서 도울 것입니다. 국민 여러분의 기대에 부응하지 못한 데 대해 다시 한번 죄송하다는 말씀을 드립니다. 감사합니다."
2010-08-29,https://ko.wikinews.org/wiki/%ED%95%9C%EC%A4%91%EC%9D%BC_%EB%91%90%EB%B2%88%EC%A7%B8_%EC%97%AD%EC%82%AC%EA%B5%90%EA%B3%BC%EC%84%9C_%EC%B6%9C%EA%B0%84,한중일 두번째 역사교과서 출간,"대한민국과 중화인민공화국, 일본의 시민단체 및 역사학자들이 제작한 두 번째 공동 역사 교과서가 내년 봄에 나올 예정이다.
교과서 제작에 참여한 신주백 연세대 교수와 대한민국의 시민단체 '아시아평화와 역사교육 연대'는 ""한.중.일 3국의 시민단체와 역사학자가 힘을 합쳐 2005년에 발간한 중학교용 교과서인 '미래를 여는 역사'에 이어 내년에는 고졸 이상 성인을 대상으로 하는 교재를 펴낼 예정""이라고 밝혔다.
이번 공통 교과서 제작에는 일본의 시민단체인 '어린이와 교과서 전국네트워크 21'과 오비나타 스미오(大日方純夫) 와세다대 교수, 중국 사회과학원의 부핑(步平) 근현대사 연구소장 등이 참여했다. 상ㆍ하 2권으로 나누어진 새 교과서는 상권에 동아시아의 국제 질서 변화, 하권에 3국 민중의 교류사라는 테마로 이루어진다. 헌법, 도시화, 철도, 사람의 이동과 교류, 가족과 성, 학교와 교육, 매스미디어, 전쟁과 민중이라는 8개장으로 나누어질 예정이다. 대한민국과 일본의 시민단체가 한국전쟁의 시작이 북한의 남침으로 시작됐다고 주장한데 대해 중화인민공화국측이 표현을 순화하기를 원하면서 쟁점으로 부각되기도 했다.
새 교과서를 만들기 위한 편찬회의는 2006년 11월부터 지금까지 열렸으며, 오는 9월과 11월 서울에서 두 차례 더 회의를 열 계획이다. 3국 시민단체와 학자들은 지난 2000년 일본이 '새로운 역사 교과서를 만드는 모임(약칭 새역모)'이 왜곡 교과서를 출판하자, 2005년 '미래를 여는 역사'를 출판했다."
2010-09-01,"https://ko.wikinews.org/wiki/%EB%B2%A8%EB%9D%BC%EB%A3%A8%EC%8A%A4_%EB%9F%AC%EC%8B%9C%EC%95%84_%EB%8C%80%EC%82%AC%EA%B4%80,_%ED%99%94%EC%97%BC%EB%B3%91_%EA%B3%B5%EA%B2%A9%EB%B0%9B%EC%95%84","벨라루스 러시아 대사관, 화염병 공격받아","벨라루스 민스크의 러시아 대사관으로 화염병 공격이 이루어졌다. 두 병의 폭발물이 대사관 건물을 향해 투척되었으며, 범인의 신원은 아직 밝혀지지 않았다. 부상자는 없었으며 차 한대가 파손되었다. 한편 화염병 공격 이후 모스크바의 벨라루스 대사관에서는 경계를 강화하였다.
러시아 외무부는 ""우리는 이 사건을 하나의 충격적인 행동으로 보고 있다. 그 목표는 명백히 무력을 사용하여 대사관의 정상적인 직무를 방해하고 양쪽에 서로에 대한 불신과 긴장을 불러일으키기 위한 것이다.""라는 내용의 사건 진술서를 발표했다.
한편 대사관이 공격을 받은 것은 이번이 처음이 아니다. 2007년, 러시아의 블라디미르 푸틴 대통령이 대사관에 머무르던 당시에도 수류탄이 투척된 적이 있다.
최근 몇 개월 동안 가스대금 채무 이행을 둘러싸고 러시아와 벨라루스의 대립이 팽팽하게 치닫고 있다."
2010-09-02,https://ko.wikinews.org/wiki/%ED%83%9C%ED%92%8D%EC%9C%BC%EB%A1%9C_%EC%88%98%EB%8F%84%EA%B6%8C_%EC%A0%84%EC%B2%A0_%EC%9A%B4%ED%96%89_%EC%A4%91%EB%8B%A8,태풍으로 수도권 전철 운행 중단,"제7호 태풍 곤파스로 수도권 전철의 운행이 대거 중단되었다. 태풍으로 인해 한때 중단된 구간은 수도권 전철 1호선 전구간(서울지하철 구간 제외), 경의선 DMC-서울역, 서울지하철 2호선 신도림- 합정, 안산선 산본-오이도 등이다. 이로인해 지하철 4호선은 당고개-산본구간을 운행하였으며 수도권 전철 1호선은 차례차래로 고장나기 시작해 급기야 지하철구간만 운행되었다가, 경인선을 마지막으로 복구가 완료되었다. 이외에도 수도권 전철이 아직 아닌 경춘선도 운행이 잠시 중단되었다.
한편 4호선은 지하철이 아닌 안산선 구간만 중단되었고, 서울지하철 구간인 1호선은 운행이 중단되지 않았음에도 일부 언론이 서울지하철과 수도권 전철을 혼동해 보도하여 문제가 크다."
2010-09-11,"https://ko.wikinews.org/wiki/%EC%95%84%EC%9D%B4%ED%8F%B04,_%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD%EC%97%90_%EC%B6%9C%EC%8B%9C%EB%8F%BC","아이폰4, 대한민국에 출시돼","애플의 아이폰4가 어제인 10일 오전 대한민국내에서 공식 출시됐다. KT는 10일 오전 8시부터 광화문 올레스퀘어에서 아이폰 4를 예약한 가입자 1만 명 중 추첨을 통해 선정된 100명을 초청해 출시행사를 개최했다. 비가 쏟아지는 등 날씨가 좋지 않았지만 행사 시작 1시간여 전부터 사람들이 줄을 서기 시작하는 등 아이폰4에 대한 높은 열기를 증명했다. KT는 이날 오전 7시50분부터 아이폰4 론칭 카운트다운으로 행사를 시작해 오전 8시부터 아이폰4의 신규개통을 시작했다. 이와 동시에 전국 2600개 대리점에서도 예약구매자들을 대상으로 아이폰4 개통이 시작됐다. 아이폰4는 이미 예약 가입자만 총 27만여명을 넘는 등 대한민국에서 매우 높은 기대를 받고 있다. 한편 아이폰4의 대한민국내 공식 출시를 기점으로 애플의 국내 AS 제도에 변화가 생긴다. 지금까지 KT가 담당했던 아이폰의 AS 업무를 애플코리아가 직접 처리하기로 했다. 반면 아이폰3GS에 대한 AS는 KT가 계속 담당한다. 특히 애플코리아는 중고기기를 지급했던 기존 AS 정책에 고장 수리 방식을 추가했다. 애플에 따르면 구매 다음날부터 2주 이내에 접수된 AS의 경우 기존과 같이 중고기기로 교환되지만, 앞으로는 고장난 부분에 대한 수리가 가능해진다."
2010-09-11,https://ko.wikinews.org/wiki/%EC%A4%91%EB%B6%80%EC%A7%80%EB%B0%A9_%EC%A7%91%EC%A4%91%ED%98%B8%EC%9A%B0%EB%A1%9C_%ED%94%BC%ED%95%B4_%EC%86%8D%EC%B6%9C,중부지방 집중호우로 피해 속출,"지난 9일부터 11일까지 사흘간 서울, 경기, 강원을 비롯한 중부지방에 300㎜가 넘는 집중호우가 쏟아져 도로 곳곳이 침수돼 교통이 통제되는 등 비 피해가 속출했다. 서울 잠수교는 10일 오후 9시경 제한 수위인 6.2m를 넘으면서 차량 및 보행자의 통행이 전면 금지됐고, 10일 오후 9시50분 올림픽대로 방화대교 남단 개화 6관문도 통제됐다. 경기지역에서는 최대 시간당 38㎜의 폭우가 쏟아지면서 오늘 오전 6시경 과천시 상아벌 우면산방면 지하차도 1개 차로가 물에 잠겼다. 기상청 관계자는 ""어제까지 중부지방 상공에 머물렀던 비구름대가 남하해 오늘은 비가 남부지방에 집중됐다""며 ""한반도에 영향을 주는 기압골을 따라 남쪽에서 수증기가 계속 공급돼 내일까지는 비가 올 것으로 보인다""고 말했다. 11일 오후 9시 10분 현재 전라남북도 일부와 경상남북도 일부지역 및 제주산간에 호우특보가 발효중이다."
2010-09-12,"https://ko.wikinews.org/wiki/%EB%85%B8%ED%82%A4%EC%95%84,_%EB%A7%88%EC%9D%B4%ED%81%AC%EB%A1%9C%EC%86%8C%ED%94%84%ED%8A%B8_%EC%82%AC%EC%97%85%EB%B6%80_%EC%82%AC%EC%9E%A5_%EC%B5%9C%EA%B3%A0%EA%B2%BD%EC%98%81%EC%9E%90%EB%A1%9C_%EC%98%81%EC%9E%85","노키아, 마이크로소프트 사업부 사장 최고경영자로 영입","핀란드 최대의 휴대전화 제조사인 노키아가 오는 9월 21일부터 최고경영자를 교체하게 될 것이라고 발표했다. 전임인 올리페카 칼라스부오는 비상임 이사 자격으로 계속 남게 되며, 최고경영자 자리는 마이크로소프트의 사업부 사장인 스티븐 엘롭이 맡는다. 비(非) 핀란드인이 노키아의 최고경영자가 된 것은 이번이 처음이다.
이 교체는 노키아가 세계 시장의 주도권 하락에 이어 이루어진 것이다."
2010-09-13,"https://ko.wikinews.org/wiki/EU,_%ED%95%9C-EU_FTA_%EC%8A%B9%EC%9D%B8_%EC%9C%A0%EB%B3%B4","EU, 한-EU FTA 승인 유보","유럽연합(EU)이 13일 열린 정례 일반관계이사회에서 대한민국-EU간 자유무역협정(FTA) 승인 결정을 또 다시 유보했다. 이탈리아의 반대 입장이 주요한 원인이었다. EU는 이미 지난 10일 열린 특별이사회(통상장관회의)에서도 이 문제에 대한 결정을 유보한 적이 있다. 이날 유보 결정으로 인해 이 문제는 오는 16일 개최되는 정상회의에서 다시 논의된다. EU 이사회 순번의장국인 벨기에의 스테픈 파나케레 외무장관은 ""EU 정상회의가 열리는 16일까지 한국과의 FTA가 승인될 걸로 믿는다""고 말했다. 따라서 실비오 베를루스코니 이탈리아 총리가 참석하는 이번 정상회의에서 FTA 승인에 대한 최종 결정이 있을 것으로 예상되지만 자국내 자동차 산업 보호에 민감한 이탈리아가 어떤 입장을 취할 지는 불분명하다."
2010-09-18,https://ko.wikinews.org/wiki/%EB%A7%88%EC%9D%B4%ED%81%AC%EB%A1%9C%EC%86%8C%ED%94%84%ED%8A%B8_IE9_%EB%B2%A0%ED%83%80_%EB%B2%84%EC%A0%84_%EB%B0%9C%ED%91%9C,마이크로소프트 IE9 베타 버전 발표,"미국의 소프트웨어 회사인 마이크로소프트가 16일 33개의 언어로 인터넷 익스플로러 9 (IE9)의 베타 버전을 발표했다. IE9는 HTML5와 같은 차세대 웹 표준을 준수하며, 더욱더 간결한 인터페이스를 통해 웹 페이지를 표시하는 공간을 넓게 하고, 다운로드 관리자 기능을 추가한 것, 그리고 GPU를 이용해 페이지 로딩 속도를 가속한 것이 특징이다.
IE9는 윈도 XP계열의 운영체제를 지원하지 않을 계획이다. 이로 인해 아직도 대다수의 사용자가 윈도 XP를 사용하고 있어 윈도 비스타나 윈도 7로 운영체제를 업그레이드하지 않으면 IE9를 사용할 수 없게 된다.
마이크로소프트 관계자는 IE9 정식판을 사용할 수 있게 되는 시기는 2011년 1사분기경이 될 것이라고 전했다."
2010-09-20,"https://ko.wikinews.org/wiki/%EC%B6%94%EC%84%9D_%EC%97%B0%ED%9C%B4_%EB%82%A0%EC%94%A8,_%EB%B3%B4%EB%A6%84%EB%8B%AC_%EB%AA%BB_%EB%B4%90","추석 연휴 날씨, 보름달 못 봐","어제 대한민국에 비를 내린 기압골은 동해상으로 남동진하며 약화되었지만, 중국 북부지방에서 기압골에 동반된 비구름대가 남동진하면서 추석 연휴 기간 많은 비가 내릴 것으로 보인다.
기상청 예보에 따르면 이 중국 북부지방의 기압골의 영향으로 오늘과 내일 비가 오고, 글피인 22일 중부지방부터 비가 그치지만 몽골부근에서 남동진하는 찬 대륙고기압의 영향을 받아 춥고 쌀쌀해진다. 한편 26일에는 북서쪽에서 다가오는 또 다른 기압골의 영향으로 중부지방에서는 비가 올 것이라고 기상청은 예측했다. 이에 따라 올해 추석 보름달은 남부지방에서는 볼 수 없고 중부지방에서만 구름 사이로 볼 수 있을 전망이다.
오늘은 중국 북부지방에서 남동진하는 기압골의 영향으로 중부지방은 오늘 오후부터 내일 아침까지 비가 오고, 남부지방은 내일까지 비가 온다. 동해안과 남해안 및 제주도에서는 모레까지 비가 이어지는 곳이 있다. 기상청 관계자는 특히 동해안지방은 동풍류 유입에 의한 지형적인 영향으로 많은 비가 오는 곳이 있을 것이라고 말했다.
또한 내일 새벽에 중부지방부터 비가 그친 후 점차 찬 대륙고기압의 영향을 받아 찬 바람이 불면서 기온이 평년과 비슷하거나 낮아져 쌀쌀해지고 강한 바람으로 체감온도가 상당히 낮아질 것으로 예상된다.
모레인 23일에는 몽골 부근에서 찬 대륙고기압이 남하함에 따라 고기압 가장자리에서 가끔 구름이 많지만, 글피인 24일과 25일은 고기압의 영향으로 대체로 맑을 것으로 기상청은 전망했다.
한편 제11호 태풍 파나피는 어제 낮 중국 남부지방에 상륙했다. 태풍 파나피는 계속 서진하면서 약화될 것으로 전망되어 대한민국은 제11호 태풍 파나피의 영향을 받지 않을 것으로 예상된다."
2010-09-21,https://ko.wikinews.org/wiki/%EC%B6%94%EC%84%9D_%EC%97%B0%ED%9C%B4%EC%A4%91_%ED%8F%AD%EC%9A%B0%EB%A1%9C_%EC%88%98%EB%8F%84%EA%B6%8C_%EC%A0%84%EC%B2%A0_%EC%9A%B4%ED%96%89_%EC%A4%91%EB%8B%A8,추석 연휴중 폭우로 수도권 전철 운행 중단,"9월 동안 2번이나 대한민국의 수도권 전철 운행이 중단된데 이어, 추석 연휴인 9월 21일에도 중부지방에 쏟아진 기록적인 폭우로 인해 수도권 전철 운행이 중단되었다. 침수 피해로 운행이 중단된 구간은 경인선 전구간, 서울 지하철 4호선 서울역- 사당역이며, 무정차 하는 역은 2호선 홍대입구역, 3호선 대치역이다."
2010-09-26,https://ko.wikinews.org/wiki/%EB%82%98%EC%9D%B4%EC%A7%80%EB%A6%AC%EC%95%84_%EB%8F%85%EB%A6%BD_50%EC%A3%BC%EB%85%84_%EA%B8%B0%EB%85%90_%ED%96%89%EC%82%AC_%ED%8A%B9%EC%82%AC%EB%A1%9C_%EC%A0%95%EC%9A%B4%EC%B0%AC_%EC%A0%84_%EC%B4%9D%EB%A6%AC_%ED%8C%8C%EA%B2%AC,나이지리아 독립 50주년 기념 행사 특사로 정운찬 전 총리 파견,"대한민국 외교통상부는 9월 30일 부터 10월 2일까지 거행되는 ""나이지리아 독립 50주년 기념 행사""에 정운찬 전 국무총리를 대통령 특사로 파견할 예정이라고 24일 밝혔다. 정운찬 특사는 이번 나이지리아로의 방문을 계기로 양국간의 경제, 통상, 에너지, 문화, 인적교류 등 각 분야의 상호 호혜적인 동반자 관계 구축에 대한 의지를 표명하고, 이명박 대한민국 대통령의 친서를 전달할 예정이다. 또한, 정운찬 특사는 9월 29일 개최되는 대한민국-나이지리아간 수교 30주년 기념행사에 참석하여 축사를 하고, 이와 함께 개최되는 국립국악원과 나이지리아 문화공연단의 합동 공연 행사에 참석해 나이지리아를 방문한 대한민국 문화공연단을 격려할 계획이다.
나이지리아는 1960년 10월 1일 영국으로부터 독립했으며, 1980년 2월 22일 대한민국과 수교했다. 나이지리아는 아프리카에서 가장 많은 1억 5천만 명의 인구를 보유한 국가로서, 사하라 이남 아프리카 국가중 대한민국 기업이 가장 많이 진출해 있고, 대한민국의 제2의 투자 대상국이자, 제3의 수출 대상국이다. 한편 대한민국 외교통상부는 ""올해 5월 아프리카 대륙에 처음으로 나이지리아에 한국문화원을 개원한 이래, 양국간 인적 교류 및 실질협력 관계가 더욱 확대될 수 있도록 노력할 예정""이라고 밝혔다."
